ticker,name,ipo_date,current_stock_price,market_cap,sector,pe_ratio,gross_profit_margin,gross_profit,total_shares_outstanding,ps_ratio,total_revenue,revenue_growth_rate_last_year
DIDI,DiDi Global,06/30/2021,8.43,40659914751.119995,Technology,0,-0.706,0,4823240184,1.63,24943000000,0.0
DILA,DILA Capital Acquisition,06/15/2021,9.755,73937827.4,Blank Check / SPAC,0,0.0,0,7579480,0.0,0,0.0
DISA,Disruptive Acquisition I,03/24/2021,9.75,335156259.75,Blank Check / SPAC,0,0.0,0,34375001,0.0,0,0.0
DKDCA,Data Knights Acquisition,05/07/2021,10.06,150500628.06,Blank Check / SPAC,0,0.0,0,14960301,0.0,0,0.0
DLCA,Deep Lake Capital Acquisition,01/13/2021,9.76,252540000,Blank Check / SPAC,0,0.0,0,25875000,0.0,0,0.0
DLO,DLocal,06/03/2021,38.03,11219914763.94,Technology,251.788,35.253,0,295027998,88.762,126404000,0.0
DMYQ,dMY Technology Group IV,03/05/2021,11.21,483431261.21000004,Blank Check / SPAC,0,0.0,0,43125001,0.0,0,0.0
DNAA,Social Capital Suvretta Holdings I,06/30/2021,9.99,319330340.01,Blank Check / SPAC,0,0.0,0,31964999,0.0,0,0.0
DNAB,Social Capital Suvretta Holdings II,06/30/2021,9.94,317732100,Blank Check / SPAC,0,0.0,0,31965000,0.0,0,0.0
DNAC,Social Capital Suvretta Holdings III,06/30/2021,9.91,316773150,Blank Check / SPAC,0,0.0,0,31965000,0.0,0,0.0
DNAD,Social Capital Suvretta Holdings IV,06/30/2021,9.92,317092770.24,Blank Check / SPAC,0,0.0,0,31964997,0.0,0,0.0
DNAY,Codex DNA,06/18/2021,7.51,220097072,Healthcare,0,-323.672,0,29307200,22.228,9902000,0.0
DNB,Dun & Bradstreet,07/01/2020,19.59,8446992392.46,Industrials,0,-2.594,1418300000,431188994,4.126,2047400000,21.04
DNUT,Krispy Kreme,07/01/2021,13.69,2289666299.52,Consumer Defensive,0,-5.731,0,167251008,2.041,1122036000,0.0
DNZ,D & Z Media Acquisition,01/26/2021,9.74,350031230.52,Blank Check / SPAC,0,0.0,0,35937498,0.0,0,0.0
DOCN,DigitalOcean,03/24/2021,128.01,13974338507.91,Technology,0,-5.355,0,109165991,35.252,396416000,0.0
DOCS,Doximity,06/24/2021,65.47,12276345824.699999,Healthcare,137.832,20.172,0,187511010,44.253,277415000,0.0
DOLE,Dole,07/30/2021,13.81,1285691652.19,Consumer Defensive,8.663,1.447,0,93098599,0.125,10255575000,0.0
DRAY,Macondray Capital Acquisition I,07/01/2021,9.83,316403115.17,Blank Check / SPAC,0,0.0,0,32187499,0.0,0,0.0
DRMA,Dermata Therapeutics,08/13/2021,4.74,39477706.2,Healthcare,0,0.0,0,8328630,0.0,0,0.0
DRVN,Driven Brands,01/15/2021,31.47,5267448316.7699995,Consumer Cyclical,120.575,-0.464,637473000,167379991,5.826,904200000,70.831
DSAC,Duddell Street Acquisition,10/29/2020,9.91,216781250,Blank Check / SPAC,0,0.0,0,21875000,0.0,0,0.0
DSEY,Diversey Holdings,03/25/2021,13.29,4218658043.16,Consumer Cyclical,0,-8.068,0,317431004,1.614,2613900000,0.0
DSGN,Design Therapeutics,03/26/2021,21.02,1170025728.98,Healthcare,0,-12532.301,0,55662499,5177.105,226000,0.0
DSP,Viant Technology,02/10/2021,11.16,150465804.84,Technology,0,1.802,197873000,13482599,0.76,197873000,23.098
DTC,Solo Brands,10/28/2021,18.6,1143196920,Consumer Cyclical,50.951,12.382,-67492000,61462200,6.309,181211000,0.0
DTOC,Digital Transformation Opportunities,03/10/2021,9.71,404785634.71000004,Blank Check / SPAC,0,0.0,0,41687501,0.0,0,0.0
DTRT,DTRT Health Acquisition,09/02/2021,9.97,249250000.00000003,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
DUNE,Dune Acquisition,12/18/2020,9.93,214115634.93,Blank Check / SPAC,0,0.0,0,21562501,0.0,0,0.0
DUOL,Duolingo,07/28/2021,135.04,5060259392,Technology,0,-23.46,0,37472300,22.388,226026000,0.0
DV,DoubleVerify,04/21/2021,31.37,4976474122.74,Technology,1425.909,2.985,0,158638002,16.271,305849000,0.0
DWAC,Digital World Acquisition,09/03/2021,56.2,2019687556.2,Blank Check / SPAC,0,0.0,0,35937501,0.0,0,0.0
DWIN,Delwinds Insurance Acquisition,12/11/2020,9.89,255051251.78,Blank Check / SPAC,0,0.0,0,25788802,0.0,0,0.0
DYN,Dyne Therapeutics,09/17/2020,15.96,822394875.96,Utilities,0,0.0,0,51528501,0.0,0,0.0
DYNS,Dynamics Special Purpose,05/26/2021,10.01,294949665.01,Blank Check / SPAC,0,0.0,0,29465501,0.0,0,0.0
EAC,Edify Acquisition,01/15/2021,9.75,336375009.75,Blank Check / SPAC,0,0.0,0,34500001,0.0,0,0.0
EAR,Eargo,10/16/2020,6.26,245785760.26,Healthcare,0,-52.2,60724000,39262901,2.875,85495000,82.156
EBAC,European Biotech Acquisition,03/16/2021,9.76,160050336,Blank Check / SPAC,0,0.0,0,16398600,0.0,0,0.0
EBC,Eastern Bankshares,10/15/2020,21.26,3970475016.2200003,Financials,49.327,12.395,609258000,186757997,6.517,609258000,13.906
EBET,Esports Technologies,04/15/2021,32.16,430943999.99999994,Consumer Cyclical,0,-6858.122,0,13400000,3075.009,140144,0.0
EBON,Ebang International,06/26/2020,1.79,332644671.48,Technology,0,-106.803,3705422,185835012,12.669,26257507,-91.77
EDR,Endeavor Group Holdings,04/29/2021,29.65,7830861322.099999,Communication Services,0,-13.784,0,264109994,1.727,4533097000,0.0
EDTK,Skillful Craftsman,07/23/2020,1.28,19072000,Consumer Defensive,4.038,11.992,14456135,14900000,0.654,29168546,18.24
EDTX,EdtechX Holdings Acquisition II,12/11/2020,9.96,143175009.96,Blank Check / SPAC,0,0.0,0,14375001,0.0,0,0.0
EEIQ,Elite Education Group,03/25/2021,3.83,33825487.6,Consumer Discretionary,0,11.161,0,8831720,3.732,9063137,0.0
EGGF,EG Acquisition,05/26/2021,9.73,273656220.81,Blank Check / SPAC,0,0.0,0,28124997,0.0,0,0.0
EJFA,EJF Acquisition,02/25/2021,9.99,359015615.01,Blank Check / SPAC,0,0.0,0,35937499,0.0,0,0.0
EJH,E-home Household Service Holdings Ltd,05/14/2021,2.26,75894416,Industrials,10.089,8.575,26214036,33581600,1.018,74525434,0.0
ELEV,Elevation Oncology,06/25/2021,7.17,166527552,Healthcare,0,0.0,0,23225600,0.0,0,0.0
ELYM,Eliem Therapeutics,08/10/2021,17.88,474790848.23999995,Healthcare,0,0.0,0,26554298,0.0,0,0.0
EM,Smart Share Global,04/01/2021,2.61,651027944.3399999,Consumer Cyclical,0.494,-191.532,0,249435994,0.177,3669779000,0.0
ENFA,890 5th Avenue Partners,01/12/2021,9.98,366415680.04,Blank Check / SPAC,0,0.0,0,36714998,0.0,0,0.0
ENFN,Enfusion,10/21/2021,21.32,2410316844.52,Technology,1374.183,1.881,0,113054261,25.849,93247000,0.0
ENNV,ECP Environmental Growth Opportunities,02/09/2021,9.94,428662509.94,Blank Check / SPAC,0,0.0,0,43125001,0.0,0,0.0
ENPC,Executive Network Partnering,09/16/2020,9.82,435850880,Financial Services,0,0.0,0,44384000,0.0,0,0.0
ENVI,Environmental Impact Acquisition,01/14/2021,9.97,257973740.03000003,Blank Check / SPAC,0,0.0,0,25874999,0.0,0,0.0
EOCW,Elliott Opportunity II,06/29/2021,9.84,644520000,Blank Check / SPAC,0,0.0,0,65500000,0.0,0,0.0
EPHY,Epiphany Technology Acquisition,01/08/2021,9.8,500902500.00000006,Blank Check / SPAC,0,0.0,0,51112500,0.0,0,0.0
EPWR,Empowerment & Inclusion Capital I,01/08/2021,9.77,337065019.53999996,Blank Check / SPAC,0,0.0,0,34500002,0.0,0,0.0
EQD,Equity Distribution Acquisition,09/16/2020,9.86,510254980.28,Blank Check / SPAC,0,0.0,0,51749998,0.0,0,0.0
EQHA,EQ Health Acquisition,01/29/2021,9.73,267574990.27,Blank Check / SPAC,0,0.0,0,27499999,0.0,0,0.0
ERAS,Erasca,07/16/2021,18.22,2209175036.44,Healthcare,0,0.0,0,121250002,0.0,0,0.0
ERES,East Resources Acquisition,07/23/2020,9.88,426075009.88000005,Blank Check / SPAC,0,0.0,0,43125001,0.0,0,0.0
ESM,ESM Acquisition,03/10/2021,9.76,374467776,Blank Check / SPAC,0,0.0,0,38367600,0.0,0,0.0
ESMT,EngageSmart,09/23/2021,25.45,4115061501.7999997,Technology,0,-8.895,0,161692004,25.242,163024000,0.0
ESSC,East Stone Acquisition,02/20/2020,10.24,181283850.24,Blank Check / SPAC,0,0.0,0,17703501,0.0,0,0.0
ETAC,E.merge Technology Acquisition,07/31/2020,9.84,749808000,Blank Check / SPAC,0,0.0,0,76200000,0.0,0,0.0
EUCR,Eucrates Biomedical Acquisition,10/23/2020,9.81,132033780.81,Blank Check / SPAC,0,0.0,0,13459101,0.0,0,0.0
EUSG,European Sustainable Growth Acquisition,01/22/2021,10.05,181189440,Blank Check / SPAC,0,0.0,0,18028800,0.0,0,0.0
EVAX,Evaxion Biotech,02/05/2021,5.45,126121169.55,Healthcare,0,0.0,0,23141499,0.0,0,0.0
EVCM,EverCommerce,07/01/2021,17.86,3489147388.56,Technology,0,-21.984,0,195360996,7.815,446494000,0.0
EVO,Evotec,11/04/2021,24.07,8453780481.04,Health Care,61.877,20.64,0,351216472,12.771,661932851,0.0
EVOJ,Evo Acquisition,02/09/2021,9.73,152037088,Blank Check / SPAC,0,0.0,0,15625600,0.0,0,0.0
EWCZ,European Wax Center,08/05/2021,27.02,920620036,Consumer Defensive,3377.5,-20.787,0,34071800,8.903,103407000,0.0
EWTX,Edgewise Therapeutics,03/26/2021,20.95,1032747072.85,Healthcare,0,0.0,0,49295803,0.0,0,0.0
EXAI,Exscientia,10/01/2021,20.28,2441468680.56,Healthcare,0,-373.251,0,120388002,168.516,14488020,0.0
EXFY,Expensify,11/10/2021,43.89,3550898197.77,Technology,374.646,8.428,79908000,80904493,31.576,112455000,0.0
EZFL,EzFill Holdings,09/15/2021,2.65,69199185,Technology,0,-155.796,0,26112900,10.877,6362086,0.0
EZGO,EZGO Technologies,01/26/2021,2.71,36321048.71,Consumer Cyclical,82.121,0.874,2192776,13402601,2.157,16838508,555.854
FA,First Advantage,06/23/2021,19.11,2921441536.65,Industrials,93.22,-1.273,0,152875015,4.883,598291000,0.0
FACA,Figure Acquisition I,02/19/2021,9.89,406196155.89000005,Blank Check / SPAC,0,0.0,0,41071401,0.0,0,0.0
FACT,Freedom Acquisition I,02/26/2021,9.84,424350019.68,Blank Check / SPAC,0,0.0,0,43125002,0.0,0,0.0
FCAX,Fortress Capital Acquisition,01/13/2021,9.8,490000000.00000006,Blank Check / SPAC,0,0.0,0,50000000,0.0,0,0.0
FDMT,4D Molecular Therapeutics,12/11/2020,22.94,737264072,Healthcare,0,-393.547,16969000,32138800,43.448,16969000,2.106
FEMY,Femasys,06/18/2021,5.11,60296467.00000001,Healthcare,0,-566.39,0,11799700,49.984,1206326,0.0
FHS,First High-School Education Group,03/11/2021,2.6,75260120,Consumer Defensive,8.814,18.128,0,28946200,0.169,445834000,0.0
FHTX,Foghorn Therapeutics,10/23/2020,13.66,506671269.66,Healthcare,0,-10844.224,857000,37091601,591.215,857000,378.771
FICV,Frontier Investment,07/01/2021,9.73,243250000,Blank Check / SPAC,0,0.0,0,25000000,0.0,0,0.0
FIGS,FIGS,05/27/2021,30.72,5021398517.76,Consumer Cyclical,0,-2.631,0,163456983,13.177,381085000,0.0
FINM,Marlin Technology,01/13/2021,9.77,505597539.08,Blank Check / SPAC,0,0.0,0,51750004,0.0,0,0.0
FLAC,Frazier Lifesciences Acquisition,12/09/2020,9.79,173782289.99999997,Blank Check / SPAC,0,0.0,0,17751000,0.0,0,0.0
FLAG,First Light Acquisition Group,09/10/2021,9.838,282842480.324,Blank Check / SPAC,0,0.0,0,28749998,0.0,0,0.0
FLGC,Flora Growth,05/11/2021,3.69,155068560,Healthcare,0,-14696.226,0,42024000,1462.911,106000,0.0
FLME,Flame Acquisition,02/25/2021,9.76,350750019.52,Blank Check / SPAC,0,0.0,0,35937502,0.0,0,0.0
FLNC,Fluence Energy,10/28/2021,35,1895015535,Utilities,0,-10.37,0,54143301,2.589,732025000,0.0
FLYW,Flywire,05/26/2021,43.66,4570372590.98,Technology,0,-7.583,0,104681003,24.977,182986000,0.0
FMAC,FirstMark Horizon Acquisition,10/06/2020,9.88,511290019.76000005,Blank Check / SPAC,0,0.0,0,51750002,0.0,0,0.0
FMIV,Forum Merger IV,03/18/2021,9.8,421438239.6,Blank Check / SPAC,0,0.0,0,43003902,0.0,0,0.0
FMTX,Forma Therapeutics,06/19/2020,17.95,895891715.9,Healthcare,0,0.0,0,49910402,0.0,0,0.0
FNA,Paragon 28,10/15/2021,22.41,1711561352.13,Healthcare,307.724,4.146,0,76374893,12.757,134163000,0.0
FNCH,Finch Therapeutics Group,03/19/2021,16.16,767255808.16,Healthcare,0,-267.22,0,47478701,39.28,19533000,0.0
FORE,Foresight Acquisition,02/10/2021,9.95,480286499.99999994,Blank Check / SPAC,0,0.0,0,48270000,0.0,0,0.0
FORG,ForgeRock,09/16/2021,29.2,2391433221.6,Technology,0,-35.245,0,81898398,17.114,139737000,0.0
FOUR,Shift4 Payments,06/05/2020,61.78,5123705827.78,Information Technology,0,2.29,243800000,82934701,4.346,1179000000,55.52
FOXW,FoxWayne Enterprises Acquisition,01/20/2021,9.93,71868375,Blank Check / SPAC,0,0.0,0,7237500,0.0,0,0.0
FPAC,Far Peak Acquisition,12/03/2020,10.68,744930042.72,Blank Check / SPAC,0,0.0,0,69750004,0.0,0,0.0
FRLN,Freeline Therapeutics,08/07/2020,2.45,87745037.45,Healthcare,0,0.0,0,35814301,0.0,0,0.0
FROG,JFrog,09/16/2020,35.59,3430548465.2300005,Information Technology,0,-23.784,153080000,96390797,18.043,190136000,36.892
FRON,Frontier Acquisition,03/11/2021,9.74,286453390.26,Blank Check / SPAC,0,0.0,0,29409999,0.0,0,0.0
FRSG,First Reserve Sustainable Growth,03/05/2021,9.98,277492892.02000004,Blank Check / SPAC,0,0.0,0,27804899,0.0,0,0.0
FRSH,Freshworks,09/22/2021,38.66,10172489742.679998,Information Technology,0,-1328.913,0,263126998,36.319,280086000,0.0
FRW,PWP Forward Acquisition I,03/10/2021,9.77,258458530.54,Blank Check / SPAC,0,0.0,0,26454302,0.0,0,0.0
FRXB,Forest Road Acquisition II,03/10/2021,9.76,427000000,Blank Check / SPAC,0,0.0,0,43750000,0.0,0,0.0
FSBC,Five Star Bancorp,05/05/2021,30.4,523603520,Financial Services,10.093,50.569,0,17223800,6.523,80275000,0.0
